UKBPPP_ProteinID	olink_target_fullname	OlinkID	UniProt	Assay	Panel	Panel_Lot_Nr	UniProt2	HGNC.symbol	ensembl_id	chr	gene_start	gene_end	Strand	Dilution_factor	block	expansion
BTN3A2:P78410:OID20540:v1	Butyrophilin subfamily 3 member A2	OID20540	P78410	BTN3A2	Inflammation	B04411	P78410	BTN3A2	ENSG00000186470	6	26365159	26378320	1	1:1	B	no
C19orf12:Q9NSK7:OID20804:v1	Protein C19orf12	OID20804	Q9NSK7	C19orf12	Neurology	B04414	Q9NSK7	C19orf12	ENSG00000131943	19	29698937	29715789	-1	1:1	A	no
C1QA:P02745:OID20654:v1	Complement C1q subcomponent subunit A	OID20654	P02745	C1QA	Inflammation	B04411	P02745	C1QA	ENSG00000173372	1	22636628	22639678	1	1:1	C	no
C1QTNF1:Q9BXJ1:OID20367:v1	Complement C1q tumor necrosis factor-related protein 1	OID20367	Q9BXJ1	C1QTNF1	Cardiometabolic	B04413	Q9BXJ1	C1QTNF1	ENSG00000173918	17	79022814	79049788	1	1:1000	D	no
C2:P06681:OID20410:v1	Complement C2	OID20410	P06681	C2	Cardiometabolic	B04413	P06681	C2	ENSG00000166278	6	31897785	31945672	1	1:1000	D	no
C2CD2L:O14523:OID20864:v1	Phospholipid transfer protein C2CD2L	OID20864	O14523	C2CD2L	Neurology	B04414	O14523	C2CD2L	ENSG00000172375	11	119102198	119118544	1	1:1	A	no
C4BPB:P20851:OID21481:v1	C4b-binding protein beta chain	OID21481	P20851	C4BPB	Oncology	B04412	P20851	C4BPB	ENSG00000123843	1	207088860	207099993	1	1:10	D	no
CA1:P00915:OID20409:v1	Carbonic anhydrase 1	OID20409	P00915	CA1	Cardiometabolic	B04413	P00915	CA1	ENSG00000133742	8	85327608	85379014	-1	1:1000	D	no
CA11:O75493:OID21195:v1	Carbonic anhydrase-related protein 11	OID21195	O75493	CA11	Oncology	B04412	O75493	CA11	ENSG00000063180	19	48637946	48646187	-1	1:1	A	no
CA12:O43570:OID21344:v1	Carbonic anhydrase 12	OID21344	O43570	CA12	Oncology	B04412	O43570	CA12	ENSG00000074410	15	63321378	63381846	-1	1:1	B	no
CA13:Q8N1Q1:OID20225:v1	Carbonic anhydrase 13	OID20225	Q8N1Q1	CA13	Cardiometabolic	B04413	Q8N1Q1	CA13	ENSG00000185015	8	85220587	85284073	1	1:10	B	no
CA14:Q9ULX7:OID21401:v1	Carbonic anhydrase 14	OID21401	Q9ULX7	CA14	Oncology	B04412	Q9ULX7	CA14	ENSG00000118298	1	150257251	150265078	1	1:1	C	no
CA2:P00918:OID21149:v1	Carbonic anhydrase 2	OID21149	P00918	CA2	Neurology	B04414	P00918	CA2	ENSG00000104267	8	85463968	85481493	1	1:100	D	no
CA3:P07451:OID20271:v1	Carbonic anhydrase 3	OID20271	P07451	CA3	Cardiometabolic	B04413	P07451	CA3	ENSG00000164879	8	85373436	85449040	1	1:100	C	no
CA4:P22748:OID20241:v1	Carbonic anhydrase 4	OID20241	P22748	CA4	Cardiometabolic	B04413	P22748	CA4	ENSG00000167434	17	60149942	60170899	1	1:100	C	no
CA5A:P35218:OID20075:v1	Carbonic anhydrase 5A, mitochondrial	OID20075	P35218	CA5A	Cardiometabolic	B04413	P35218	CA5A	ENSG00000174990	16	87881546	87936580	-1	1:1	A	no
CA6:P23280:OID21096:v1	Carbonic anhydrase 6	OID21096	P23280	CA6	Neurology	B04414	P23280	CA6	ENSG00000131686	1	8945867	8975092	1	1:100	D	no
CA9:Q16790:OID21417:v1	Carbonic anhydrase 9	OID21417	Q16790	CA9	Oncology	B04412	Q16790	CA9	ENSG00000107159	9	35673928	35681159	1	1:1	C	no
CALB1:P05937:OID21306:v1	Calbindin	OID21306	P05937	CALB1	Oncology	B04412	P05937	CALB1	ENSG00000104327	8	90058608	90095475	-1	1:1	B	no
CALB2:P22676:OID20801:v1	Calretinin	OID20801	P22676	CALB2	Neurology	B04414	P22676	CALB2	ENSG00000172137	16	71358713	71390436	1	1:1	A	no
CALCA:P01258:OID20983:v1	Calcitonin [Cleaved into: Calcitonin; Katacalcin	OID20983	P01258	CALCA	Neurology	B04414	P01258	CALCA	ENSG00000110680	11	14966668	14972351	-1	1:1	B	no
CALCOCO1:Q9P1Z2:OID21387:v1	Calcium-binding and coiled-coil domain-containing protein 1	OID21387	Q9P1Z2	CALCOCO1	Oncology	B04412	Q9P1Z2	CALCOCO1	ENSG00000012822	12	53708517	53727745	-1	1:1	C	no
CAMKK1:Q8N5S9:OID21182:v1	Calcium/calmodulin-dependent protein kinase kinase 1	OID21182	Q8N5S9	CAMKK1	Oncology	B04412	Q8N5S9	CAMKK1	ENSG00000004660	17	3860315	3894891	-1	1:1	A	no
CANT1:Q8WVQ1:OID20181:v1	Soluble calcium-activated nucleotidase 1	OID20181	Q8WVQ1	CANT1	Cardiometabolic	B04413	Q8WVQ1	CANT1	ENSG00000171302	17	78991716	79009867	-1	1:10	B	no
CAPG:P40121:OID21431:v1	Macrophage-capping protein	OID21431	P40121	CAPG	Oncology	B04412	P40121	CAPG	ENSG00000042493	2	85394753	85418432	-1	1:1	C	no
CARHSP1:Q9Y2V2:OID20859:v1	Calcium-regulated heat-stable protein 1	OID20859	Q9Y2V2	CARHSP1	Neurology	B04414	Q9Y2V2	CARHSP1	ENSG00000153048	16	8852942	8869012	-1	1:1	A	no
CASP1:P29466:OID20854:v1	Caspase-1	OID20854	P29466	CASP1	Neurology	B04414	P29466	CASP1	ENSG00000137752	11	105025443	105035250	-1	1:1	A	no
CASP10:Q92851:OID20893:v1	Caspase-10	OID20893	Q92851	CASP10	Neurology	B04414	Q92851	CASP10	ENSG00000003400	2	201182898	201229406	1	1:1	A	no
CASP2:P42575:OID20555:v1	Caspase-2	OID20555	P42575	CASP2	Inflammation	B04411	P42575	CASP2	ENSG00000106144	7	143288215	143307696	1	1:1	B	no
CASP3:P42574:OID20305:v1	Caspase-3	OID20305	P42574	CASP3	Cardiometabolic	B04413	P42574	CASP3	ENSG00000164305	4	184627696	184649509	-1	1:100	C	no
CASP8:Q14790:OID21414:v1	Caspase-8	OID21414	Q14790	CASP8	Oncology	B04412	Q14790	CASP8	ENSG00000064012	2	201233443	201287711	1	1:1	C	no
CBLIF:P27352:OID20179:v1	Cobalamin binding intrinsic factor	OID20179	P27352	CBLIF	Cardiometabolic	B04413	P27352	CBLIF	ENSG00000134812	11	59829273	59845499	-1	1:10	B	no
CBLN4:Q9NTU7:OID21386:v1	Cerebellin-4	OID21386	Q9NTU7	CBLN4	Oncology	B04412	Q9NTU7	CBLN4	ENSG00000054803	20	55997357	56005519	-1	1:1	C	no
CC2D1A:Q6P1N0:OID20958:v1	Coiled-coil and C2 domain-containing protein 1A	OID20958	Q6P1N0	CC2D1A	Neurology	B04414	Q6P1N0	CC2D1A	ENSG00000132024	19	13906201	13930879	1	1:1	B	no
CCDC80:Q76M96:OID20226:v1	Coiled-coil domain-containing protein 80	OID20226	Q76M96	CCDC80	Cardiometabolic	B04413	Q76M96	CCDC80	ENSG00000091986	3	112596797	112649530	-1	1:10	B	no
CCL11:P51671:OID20668:v1	Eotaxin	OID20668	P51671	CCL11	Inflammation	B04411	P51671	CCL11	ENSG00000172156	17	34285742	34288334	1	1:1	C	no
CCL13:Q99616:OID20655:v1	C-C motif chemokine 13	OID20655	Q99616	CCL13	Inflammation	B04411	Q99616	CCL13	ENSG00000181374	17	34356480	34358610	1	1:1	C	no
CCL14:Q16627:OID20401:v1	C-C motif chemokine 14	OID20401	Q16627	CCL14	Cardiometabolic	B04413	Q16627	CCL14	ENSG00000276409	17	35983288	35987004	-1	1:1000	D	no
CCL15:Q16663:OID20328:v1	C-C motif chemokine 15	OID20328	Q16663	CCL15	Cardiometabolic	B04413	Q16663	CCL15	ENSG00000275718	17	35996440	36001553	-1	1:100	C	no
CCL16:O15467:OID20334:v1	C-C motif chemokine 16	OID20334	O15467	CCL16	Cardiometabolic	B04413	O15467	CCL16	ENSG00000275152	17	35976493	35981497	-1	1:100	C	no
CCL17:Q92583:OID20745:v1	C-C motif chemokine 17	OID20745	Q92583	CCL17	Inflammation	B04411	Q92583	CCL17	ENSG00000102970	16	57404767	57416063	1	1:10	D	no
CCL18:P55774:OID20395:v1	C-C motif chemokine 18	OID20395	P55774	CCL18	Cardiometabolic	B04413	P55774	CCL18	ENSG00000275385	17	36064272	36072032	1	1:1000	D	no
CCL19:Q99731:OID21030:v1	C-C motif chemokine 19	OID21030	Q99731	CCL19	Neurology	B04414	Q99731	CCL19	ENSG00000172724	9	34689570	34691276	-1	1:10	C	no
CCL2:P13500:OID21004:v1	C-C motif chemokine 2	OID21004	P13500	CCL2	Neurology	B04414	P13500	CCL2	ENSG00000108691	17	34255218	34257203	1	1:1	B	no
CCL20:P78556:OID20671:v1	C-C motif chemokine 20	OID20671	P78556	CCL20	Inflammation	B04411	P78556	CCL20	ENSG00000115009	2	227805739	227817564	1	1:1	C	no
CCL21:O00585:OID20686:v1	C-C motif chemokine 21	OID20686	O00585	CCL21	Inflammation	B04411	O00585	CCL21	ENSG00000137077	9	34709005	34710136	-1	1:10	D	no
CCL22:O00626:OID20765:v1	C-C motif chemokine 22	OID20765	O00626	CCL22	Inflammation	B04411	O00626	CCL22	ENSG00000102962	16	57358783	57366189	1	1:10	D	no
CCL23:P55773:OID20693:v1	C-C motif chemokine 23	OID20693	P55773	CCL23	Inflammation	B04411	P55773	CCL23	ENSG00000274736	17	36013056	36017972	-1	1:10	D	no
CCL24:O00175:OID20772:v1	C-C motif chemokine 24	OID20772	O00175	CCL24	Inflammation	B04411	O00175	CCL24	ENSG00000106178	7	75810825	75823356	-1	1:10	D	no
CCL25:O15444:OID20674:v1	C-C motif chemokine 25	OID20674	O15444	CCL25	Inflammation	B04411	O15444	CCL25	ENSG00000131142	19	8052318	8062660	1	1:1	C	no
CCL26:Q9Y258:OID20546:v1	C-C motif chemokine 26	OID20546	Q9Y258	CCL26	Inflammation	B04411	Q9Y258	CCL26	ENSG00000006606	7	75769533	75789896	-1	1:1	B	no
CCL27:Q9Y4X3:OID20121:v1	C-C motif chemokine 27	OID20121	Q9Y4X3	CCL27	Cardiometabolic	B04413	Q9Y4X3	CCL27	ENSG00000213927	9	34661880	34664048	-1	1:10	B	no
CCL28:Q9NRJ3:OID20569:v1	C-C motif chemokine 28	OID20569	Q9NRJ3	CCL28	Inflammation	B04411	Q9NRJ3	CCL28	ENSG00000151882	5	43376645	43412391	-1	1:1	B	no
CCL3:P10147:OID20610:v1	C-C motif chemokine 3	OID20610	P10147	CCL3	Inflammation	B04411	P10147	CCL3	ENSG00000277632	17	36088256	36090169	-1	1:1	B	no
CCL4:P13236:OID20695:v1	C-C motif chemokine 4	OID20695	P13236	CCL4	Inflammation	B04411	P13236	CCL4	ENSG00000275302	17	36103827	36105621	1	1:10	D	no
CCL5:P13501:OID20412:v1	C-C motif chemokine 5	OID20412	P13501	CCL5	Cardiometabolic	B04413	P13501	CCL5	ENSG00000271503	17	35871491	35880793	-1	1:1000	D	no
CCL7:P80098:OID20523:v1	C-C motif chemokine 7	OID20523	P80098	CCL7	Inflammation	B04411	P80098	CCL7	ENSG00000108688	17	34270221	34272242	1	1:1	B	no
CCL8:P80075:OID21466:v1	C-C motif chemokine 8	OID21466	P80075	CCL8	Oncology	B04412	P80075	CCL8	ENSG00000108700	17	34319435	34321402	1	1:1	C	no
CCN1:O00622:OID21368:v1	CCN family member 1	OID21368	O00622	CCN1	Oncology	B04412	O00622	CCN1	ENSG00000142871	1	85580761	85584589	1	1:1	B	no
CCN2:P29279:OID20709:v1	CCN family member 2	OID20709	P29279	CCN2	Inflammation	B04411	P29279	CCN2	ENSG00000118523	6	131948176	131951372	-1	1:10	D	no
CCN3:P48745:OID20299:v1	CCN family member 3	OID20299	P48745	CCN3	Cardiometabolic	B04413	P48745	CCN3	ENSG00000136999	8	119416446	119424434	1	1:100	C	no
CCN4:O95388:OID21444:v1	WNT1-inducible-signaling pathway protein 1	OID21444	O95388	CCN4	Oncology	B04412	O95388	CCN4	ENSG00000104415	8	133191039	133231690	1	1:1	C	no
CCN5:O76076:OID21068:v1	WNT1-inducible-signaling pathway protein 2	OID21068	O76076	CCN5	Neurology	B04414	O76076	CCN5	ENSG00000064205	20	44714844	44728509	1	1:100	D	no
CCS:O14618:OID20973:v1	Copper chaperone for superoxide dismutase	OID20973	O14618	CCS	Neurology	B04414	O14618	CCS	ENSG00000173992	11	66593153	66606019	1	1:1	B	no
CCT5:P48643:OID21200:v1	T-complex protein 1 subunit epsilon	OID21200	P48643	CCT5	Oncology	B04412	P48643	CCT5	ENSG00000150753	5	10249929	10266389	1	1:1	A	no
CD109:Q6YHK3:OID21108:v1	CD109 antigen	OID21108	Q6YHK3	CD109	Neurology	B04414	Q6YHK3	CD109	ENSG00000156535	6	73695785	73828316	1	1:100	D	no
CD14:P08571:OID20378:v1	Monocyte differentiation antigen CD14	OID20378	P08571	CD14	Cardiometabolic	B04413	P08571	CD14	ENSG00000170458	5	140631728	140633701	-1	1:1000	D	no
CD160:O95971:OID20647:v1	CD160 antigen	OID20647	O95971	CD160	Inflammation	B04411	O95971	CD160	ENSG00000117281	1	145719471	145739288	1	1:1	C	no
CD163:Q86VB7:OID20360:v1	Scavenger receptor cysteine-rich type 1 protein M130	OID20360	Q86VB7	CD163	Cardiometabolic	B04413	Q86VB7	CD163	ENSG00000177575	12	7470811	7503893	-1	1:1000	D	no
CD164:Q04900:OID21080:v1	Sialomucin core protein 24	OID21080	Q04900	CD164	Neurology	B04414	Q04900	CD164	ENSG00000135535	6	109366514	109382467	-1	1:100	D	no
CD177:Q8N6Q3:OID21119:v1	CD177 antigen	OID21119	Q8N6Q3	CD177	Neurology	B04414	Q8N6Q3	CD177	ENSG00000204936	19	43353686	43363172	1	1:100	D	no
CD1C:P29017:OID21483:v1	T-cell surface glycoprotein CD1c	OID21483	P29017	CD1C	Oncology	B04412	P29017	CD1C	ENSG00000158481	1	158289923	158294774	1	1:10	D	no
CD200:P41217:OID20603:v1	OX-2 membrane glycoprotein	OID20603	P41217	CD200	Inflammation	B04411	P41217	CD200	ENSG00000091972	3	112332347	112362812	1	1:1	B	no
CD200R1:Q8TD46:OID20595:v1	Cell surface glycoprotein CD200 receptor 1	OID20595	Q8TD46	CD200R1	Inflammation	B04411	Q8TD46	CD200R1	ENSG00000163606	3	112921205	112975103	-1	1:1	B	no
CD207:Q9UJ71:OID21298:v1	C-type lectin domain family 4 member K	OID21298	Q9UJ71	CD207	Oncology	B04412	Q9UJ71	CD207	ENSG00000116031	2	70830211	70835816	-1	1:1	B	no
CD209:Q9NNX6:OID20262:v1	CD209 antigen	OID20262	Q9NNX6	CD209	Cardiometabolic	B04413	Q9NNX6	CD209	ENSG00000090659	19	7739993	7747564	-1	1:100	C	no
CD22:P20273:OID20637:v1	B-cell receptor CD22	OID20637	P20273	CD22	Inflammation	B04411	P20273	CD22	ENSG00000012124	19	35319261	35347361	1	1:1	C	no
CD244:Q9BZW8:OID20628:v1	Natural killer cell receptor 2B4	OID20628	Q9BZW8	CD244	Inflammation	B04411	Q9BZW8	CD244	ENSG00000122223	1	160830160	160862887	-1	1:1	C	no
CD27:P26842:OID21527:v1	CD27 antigen	OID21527	P26842	CD27	Oncology	B04412	P26842	CD27	ENSG00000139193	12	6444955	6451718	1	1:10	D	no
CD274:Q9NZQ7:OID20966:v1	Programmed cell death 1 ligand 1	OID20966	Q9NZQ7	CD274	Neurology	B04414	Q9NZQ7	CD274	ENSG00000120217	9	5450503	5470566	1	1:1	B	no
CD276:Q5ZPR3:OID20680:v1	CD276 antigen	OID20680	Q5ZPR3	CD276	Inflammation	B04411	Q5ZPR3	CD276	ENSG00000103855	15	73683966	73714514	1	1:10	D	no
CD28:P10747:OID21265:v1	T-cell-specific surface glycoprotein CD28	OID21265	P10747	CD28	Oncology	B04412	P10747	CD28	ENSG00000178562	2	203706475	203738912	1	1:1	A	no
CD2AP:Q9Y5K6:OID20177:v1	CD2-associated protein	OID20177	Q9Y5K6	CD2AP	Cardiometabolic	B04413	Q9Y5K6	CD2AP	ENSG00000198087	6	47477789	47627263	1	1:10	B	no
CD300C:Q08708:OID21010:v1	CMRF35-like molecule 6	OID21010	Q08708	CD300C	Neurology	B04414	Q08708	CD300C	ENSG00000167850	17	74541073	74546115	-1	1:10	C	no
CD300E:Q496F6:OID21418:v1	CMRF35-like molecule 2	OID21418	Q496F6	CD300E	Oncology	B04412	Q496F6	CD300E	ENSG00000186407	17	74609885	74623738	-1	1:1	C	no
CD300LF:Q8TDQ1:OID21469:v1	CMRF35-like molecule 1	OID21469	Q8TDQ1	CD300LF	Oncology	B04412	Q8TDQ1	CD300LF	ENSG00000186074	17	74694311	74712978	-1	1:1	C	no
CD300LG:Q6UXG3:OID21130:v1	CMRF35-like molecule 9	OID21130	Q6UXG3	CD300LG	Neurology	B04414	Q6UXG3	CD300LG	ENSG00000161649	17	43847148	43863639	1	1:100	D	no
CD302:Q8IX05:OID21328:v1	CD302 antigen	OID21328	Q8IX05	CD302	Oncology	B04412	Q8IX05	CD302	ENSG00000241399	2	159768628	159798255	-1	1:1	B	no
CD33:P20138:OID21472:v1	Myeloid cell surface antigen CD33	OID21472	P20138	CD33	Oncology	B04412	P20138	CD33	ENSG00000105383	19	51225064	51243860	1	1:10	D	no
CD34:P28906:OID21025:v1	Hematopoietic progenitor cell antigen CD34	OID21025	P28906	CD34	Neurology	B04414	P28906	CD34	ENSG00000174059	1	207880972	207911402	-1	1:10	C	no
CD38:P28907:OID21316:v1	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	OID21316	P28907	CD38	Oncology	B04412	P28907	CD38	ENSG00000004468	4	15778275	15853232	1	1:1	B	no
CD4:P01730:OID20584:v1	T-cell surface glycoprotein CD4	OID20584	P01730	CD4	Inflammation	B04411	P01730	CD4	ENSG00000010610	12	6786858	6820799	1	1:1	B	no
CD40:P25942:OID20724:v1	Tumor necrosis factor receptor superfamily member 5	OID20724	P25942	CD40	Inflammation	B04411	P25942	CD40	ENSG00000101017	20	46118278	46129863	1	1:10	D	no
CD40LG:P29965:OID20616:v1	CD40 ligand	OID20616	P29965	CD40LG	Inflammation	B04411	P29965	CD40LG	ENSG00000102245	X	136648158	136660390	1	1:1	C	no
CD46:P15529:OID20380:v1	Membrane cofactor protein	OID20380	P15529	CD46	Cardiometabolic	B04413	P15529	CD46	ENSG00000117335	1	207752054	207795513	1	1:1000	D	no
CD48:P09326:OID20692:v1	CD48 antigen	OID20692	P09326	CD48	Inflammation	B04411	P09326	CD48	ENSG00000117091	1	160678746	160711831	-1	1:10	D	no
CD5:P06127:OID21449:v1	T-cell surface glycoprotein CD5	OID21449	P06127	CD5	Oncology	B04412	P06127	CD5	ENSG00000110448	11	61102489	61127852	1	1:1	C	no
CD55:P08174:OID20377:v1	Complement decay-accelerating factor	OID20377	P08174	CD55	Cardiometabolic	B04413	P08174	CD55	ENSG00000196352	1	207321532	207386804	1	1:1000	D	no
CD58:P19256:OID20716:v1	Lymphocyte function-associated antigen 3	OID20716	P19256	CD58	Inflammation	B04411	P19256	CD58	ENSG00000116815	1	116514534	116571039	-1	1:10	D	no
CD59:P13987:OID20339:v1	CD59 glycoprotein	OID20339	P13987	CD59	Cardiometabolic	B04413	P13987	CD59	ENSG00000085063	11	33703010	33736479	-1	1:100	C	no
CD6:P30203:OID20649:v1	T-cell differentiation antigen CD6	OID20649	P30203	CD6	Inflammation	B04411	P30203	CD6	ENSG00000013725	11	60971680	61020377	1	1:1	C	no
CD63:P08962:OID20988:v1	CD63 antigen	OID20988	P08962	CD63	Neurology	B04414	P08962	CD63	ENSG00000135404	12	55725323	55729707	-1	1:1	B	no
CD69:Q07108:OID20206:v1	Early activation antigen CD69	OID20206	Q07108	CD69	Cardiometabolic	B04413	Q07108	CD69	ENSG00000110848	12	9752486	9760901	-1	1:10	B	no
CD70:P32970:OID20599:v1	CD70 antigen	OID20599	P32970	CD70	Inflammation	B04411	P32970	CD70	ENSG00000125726	19	6583183	6604103	-1	1:1	B	no
CD74:P04233:OID21040:v1	HLA class II histocompatibility antigen gamma chain	OID21040	P04233	CD74	Neurology	B04414	P04233	CD74	ENSG00000019582	5	150401637	150412969	-1	1:10	C	no
CD79B:P40259:OID20635:v1	B-cell antigen receptor complex-associated protein beta chain	OID20635	P40259	CD79B	Inflammation	B04411	P40259	CD79B	ENSG00000007312	17	63928740	63932336	-1	1:1	C	no
CD83:Q01151:OID20565:v1	CD83 antigen	OID20565	Q01151	CD83	Inflammation	B04411	Q01151	CD83	ENSG00000112149	6	14117256	14136918	1	1:1	B	no
CD84:Q9UIB8:OID20607:v1	SLAM family member 5	OID20607	Q9UIB8	CD84	Inflammation	B04411	Q9UIB8	CD84	ENSG00000066294	1	160541095	160579516	-1	1:1	B	no
CD8A:P01732:OID21018:v1	T-cell surface glycoprotein CD8 alpha chain	OID21018	P01732	CD8A	Neurology	B04414	P01732	CD8A	ENSG00000153563	2	86784610	86808396	-1	1:10	C	no
CD93:Q9NPY3:OID20397:v1	Complement component C1q receptor	OID20397	Q9NPY3	CD93	Cardiometabolic	B04413	Q9NPY3	CD93	ENSG00000125810	20	23079360	23086324	-1	1:1000	D	no
CD99:P14209:OID21110:v1	CD99 antigen	OID21110	P14209	CD99	Neurology	B04414	P14209	CD99	ENSG00000002586	X	2691187	2741309	1	1:100	D	no
CD99L2:Q8TCZ2:OID21122:v1	CD99 antigen-like protein 2	OID21122	Q8TCZ2	CD99L2	Neurology	B04414	Q8TCZ2	CD99L2	ENSG00000102181	X	150766336	150898816	-1	1:100	D	no
CDC27:P30260:OID21238:v1	Cell division cycle protein 27 homolog	OID21238	P30260	CDC27	Oncology	B04412	P30260	CDC27	ENSG00000004897	17	47117703	47189422	-1	1:1	A	no
CDC37:Q16543:OID21470:v1	Hsp90 co-chaperone Cdc37	OID21470	Q16543	CDC37	Oncology	B04412	Q16543	CDC37	ENSG00000105401	19	10391133	10420121	-1	1:10	D	no
CDCP1:Q9H5V8:OID20940:v1	CUB domain-containing protein 1	OID20940	Q9H5V8	CDCP1	Neurology	B04414	Q9H5V8	CDCP1	ENSG00000163814	3	45082277	45146422	-1	1:1	B	no
CDH1:P12830:OID20353:v1	Cadherin-1	OID20353	P12830	CDH1	Cardiometabolic	B04413	P12830	CDH1	ENSG00000039068	16	68737292	68835537	1	1:1000	D	no
CDH15:P55291:OID21005:v1	Cadherin-15	OID21005	P55291	CDH15	Neurology	B04414	P55291	CDH15	ENSG00000129910	16	89171748	89195492	1	1:10	C	no
CDH17:Q12864:OID20134:v1	Cadherin-17	OID20134	Q12864	CDH17	Cardiometabolic	B04413	Q12864	CDH17	ENSG00000079112	8	94127162	94217303	-1	1:10	B	no
CDH2:P19022:OID20170:v1	Cadherin-2	OID20170	P19022	CDH2	Cardiometabolic	B04413	P19022	CDH2	ENSG00000170558	18	27932879	28177946	-1	1:10	B	no
CDH3:P22223:OID21008:v1	Cadherin-3	OID21008	P22223	CDH3	Neurology	B04414	P22223	CDH3	ENSG00000062038	16	68636189	68727468	1	1:10	C	no
CDH5:P33151:OID20243:v1	Cadherin-5	OID20243	P33151	CDH5	Cardiometabolic	B04413	P33151	CDH5	ENSG00000179776	16	66366622	66404784	1	1:100	C	no
CDH6:P55285:OID20157:v1	Cadherin-6	OID20157	P55285	CDH6	Cardiometabolic	B04413	P55285	CDH6	ENSG00000113361	5	31193686	31329146	1	1:10	B	no
CDHR1:Q96JP9:OID20808:v1	Cadherin-related family member 1	OID20808	Q96JP9	CDHR1	Neurology	B04414	Q96JP9	CDHR1	ENSG00000148600	10	84194537	84219621	1	1:1	A	no
CDHR2:Q9BYE9:OID21282:v1	Cadherin-related family member 2	OID21282	Q9BYE9	CDHR2	Oncology	B04412	Q9BYE9	CDHR2	ENSG00000074276	5	176542511	176595974	1	1:1	B	no
CDHR5:Q9HBB8:OID20193:v1	Cadherin-related family member 5	OID20193	Q9HBB8	CDHR5	Cardiometabolic	B04413	Q9HBB8	CDHR5	ENSG00000099834	11	616577	626078	-1	1:10	B	no
CDKN1A:P38936:OID21319:v1	Cyclin-dependent kinase inhibitor 1	OID21319	P38936	CDKN1A	Oncology	B04412	P38936	CDKN1A	ENSG00000124762	6	36676460	36687337	1	1:1	B	no
CDKN2D:P55273:OID21295:v1	Cyclin-dependent kinase 4 inhibitor D	OID21295	P55273	CDKN2D	Oncology	B04412	P55273	CDKN2D	ENSG00000129355	19	10566460	10569059	-1	1:1	B	no
CDNF:Q49AH0:OID21318:v1	Cerebral dopamine neurotrophic factor	OID21318	Q49AH0	CDNF	Oncology	B04412	Q49AH0	CDNF	ENSG00000185267	10	14819245	14838575	-1	1:1	B	no
CDON:Q4KMG0:OID20754:v1	Cell adhesion molecule-related/down-regulated by oncogenes	OID20754	Q4KMG0	CDON	Inflammation	B04411	Q4KMG0	CDON	ENSG00000064309	11	125955796	126063335	-1	1:10	D	no
CDSN:Q15517:OID20667:v1	Corneodesmosin	OID20667	Q15517	CDSN	Inflammation	B04411	Q15517	CDSN	ENSG00000204539	6	31115087	31120446	-1	1:1	C	no
CEACAM1:P13688:OID21528:v1	Carcinoembryonic antigen-related cell adhesion molecule 1	OID21528	P13688	CEACAM1	Oncology	B04412	P13688	CEACAM1	ENSG00000079385	19	42507304	42561234	-1	1:10	D	no
CEACAM21:Q3KPI0:OID20548:v1	Carcinoembryonic antigen-related cell adhesion molecule 21	OID20548	Q3KPI0	CEACAM21	Inflammation	B04411	Q3KPI0	CEACAM21	ENSG00000007129	19	41549518	41586844	1	1:1	B	no
CEACAM3:P40198:OID21245:v1	Carcinoembryonic antigen-related cell adhesion molecule 3	OID21245	P40198	CEACAM3	Oncology	B04412	P40198	CEACAM3	ENSG00000170956	19	41796587	41811554	1	1:1	A	no
CEACAM5:P06731:OID21171:v1	Carcinoembryonic antigen-related cell adhesion molecule 5	OID21171	P06731	CEACAM5	Oncology	B04412	P06731	CEACAM5	ENSG00000105388	19	41708585	41730433	1	1:1	A	no
CEACAM8:P31997:OID20102:v1	Carcinoembryonic antigen-related cell adhesion molecule 8	OID20102	P31997	CEACAM8	Cardiometabolic	B04413	P31997	CEACAM8	ENSG00000124469	19	42580243	42595055	-1	1:1	A	no
CEBPB:P17676:OID20052:v1	CCAAT/enhancer-binding protein beta	OID20052	P17676	CEBPB	Cardiometabolic	B04413	P17676	CEBPB	ENSG00000172216	20	50190830	50192668	1	1:1	A	no
CELA3A:P09093:OID20298:v1	Chymotrypsin-like elastase family member 3A	OID20298	P09093	CELA3A	Cardiometabolic	B04413	P09093	CELA3A	ENSG00000142789	1	22001657	22012542	1	1:100	C	no
CEP164:Q9UPV0:OID20441:v1	Centrosomal protein of 164 kDa	OID20441	Q9UPV0	CEP164	Inflammation	B04411	Q9UPV0	CEP164	ENSG00000110274	11	117314557	117413266	1	1:1	A	no
CEP20:Q96NB1:OID21209:v1	LisH domain-containing protein FOPNL	OID21209	Q96NB1	CEP20	Oncology	B04412	Q96NB1	CEP20	ENSG00000133393	16	15865719	15888625	-1	1:1	A	no
CEP43:O95684:OID20084:v1	FGFR1 oncogene partner	OID20084	O95684	CEP43	Cardiometabolic	B04413	O95684	CEP43	ENSG00000213066	6	166999317	167094789	1	1:1	A	no
CEP85:Q6P2H3:OID21241:v1	Centrosomal protein of 85 kDa	OID21241	Q6P2H3	CEP85	Oncology	B04412	Q6P2H3	CEP85	ENSG00000130695	1	26234200	26278808	1	1:1	A	no
CERT:Q9Y5P4:OID20857:v1	Ceramide transfer protein	OID20857	Q9Y5P4	CERT	Neurology	B04414	Q9Y5P4	CERT1	ENSG00000113163	5	75356345	75512138	-1	1:1	A	no
